player_id,player_name,games,ppg,ppg_tile,orpg,orpg_tile,drpg,drpg_tile,trpg,trpg_tile,apg,apg_tile,spg,spg_tile,bpg,bpg_tile,3pm,3pm_tile,3pa,3pct,ftm,ftm_tile,fta,fta_tile,ftpct
6013,Wolfman,115,30.7,98,3.4,92,9.3,96,12.7,96,3.5,84,1.6,86,1.4,94,1.6,66,4.7,0.34,6,100,8.3,99,0.723
6333,Will Silton,53,13,52,2.1,68,4.8,56,6.9,58,3.1,77,1.8,91,0.5,64,1.4,59,3.8,0.368,1.6,66,3.2,76,0.5
6335,Paul Green,17,6.1,18,1,27,2.9,18,3.9,18,3.4,83,1.1,61,0.4,54,0.6,38,1.6,0.375,0.4,23,0.5,15,0.8
6336,Trevor Wissink-Adams,6,18.5,79,0.7,15,7.7,87,8.3,75,5.3,96,0.8,38,0,7,1.7,69,4.5,0.378,1.2,56,1.8,50,0.667
6337,Trevor Holt,7,19.4,81,0.6,10,4,42,4.6,28,2.7,70,0.7,30,0.1,21,2.7,86,5.4,0.5,1.9,76,2.1,58,0.905
6338,Xavier Holland,193,17.7,75,2.8,84,8.6,94,11.4,93,3.1,77,1.4,79,1,86,1.7,69,6,0.283,2.1,79,4.3,87,0.488
6340,Alex Levere,10,10.6,42,0.1,0,2.8,18,2.9,8,1.1,18,0.7,30,0.1,21,2.6,84,8,0.325,0.4,23,0.6,18,0.667
6341,Dan Jenkins,6,3.3,7,1.7,56,0.8,0,2.5,4,0.5,4,0.2,3,0.3,43,0,10,0.5,0,0.7,38,0.7,20,1
6348,Michael Weinstein,64,15.6,66,1.1,32,3.9,38,4.9,34,2.6,66,0.7,30,0.1,21,1.4,59,3.6,0.389,1.1,53,1.6,45,0.688
6355,Chris McCauley,30,11.6,47,2,66,3.5,29,5.6,39,2.3,57,1.8,91,0.1,21,0.6,38,3.2,0.187,1.4,61,2.1,58,0.667
6357,Jonathan Mandelbaum,8,3.1,6,0.5,6,2.4,11,2.9,8,1.4,27,0.6,24,0.1,21,0.2,21,1.1,0.182,0.4,23,0.8,24,0.5
6371,Kevin Martinez,11,24.4,93,1.6,54,7.9,89,9.5,83,4.6,94,4.5,99,1.5,96,3.4,92,7.1,0.479,1.9,76,3.1,75,0.613
6372,Asher Cowan,30,23.9,91,1.3,43,6.5,78,7.8,69,2,49,1.1,61,0.7,74,4.2,97,10.7,0.393,2.2,80,3.3,78,0.667
6384,Rev. Rip Rohman,44,12.9,52,1.2,38,5.5,67,6.8,57,1.1,18,1.1,61,1.2,93,1.7,69,6,0.283,0.8,43,1.5,42,0.533
6409,Jason Millberg,7,9.9,40,0.4,5,3.1,22,3.6,14,0.3,1,0.6,24,0.4,54,1.6,66,5.3,0.302,0,5,0,3,NaN
6412,Dilshan Perera,6,8.5,32,2.5,79,2.8,18,5.3,37,2.7,70,0.5,19,0.3,43,1.7,69,5.2,0.327,0.8,43,2,55,0.4
6455,Mike Sydorko,25,8.5,32,3.2,90,4.4,48,7.6,67,0.8,9,1,53,0.4,54,0.9,47,1.6,0.562,1.4,61,2.3,60,0.609
6495,Tim McDonald,38,21.8,88,1.8,59,7.9,89,9.7,83,4.4,92,1.4,79,0.3,43,2.4,82,6.5,0.369,2.1,79,3.1,75,0.677
6581,Seth Quinn,14,17.9,76,0.8,19,7.2,85,8,71,3.9,88,1,53,0.1,21,1.4,59,3.5,0.4,2.2,80,3.1,75,0.71
6640,James Frazier,7,26.6,96,4.9,99,8,90,12.9,97,2.9,73,1.9,93,0.6,68,2,74,5.1,0.392,2.6,86,4.6,90,0.565
6777,Brian Robinson,125,6.5,20,2.3,73,5.6,68,7.9,70,2.1,53,0.9,47,1.2,93,0.3,26,1.5,0.2,0.6,35,1.3,35,0.462
6784,Khamal Edison,14,9.6,37,0.4,5,3.4,27,3.8,16,2.6,66,0.3,7,0.1,21,1,51,2.9,0.345,0.6,35,0.9,26,0.667
6785,Jeff Rubin,18,8.7,33,0.7,15,3.8,35,4.5,26,3.3,80,0.8,38,0.6,68,1.4,59,4.4,0.318,0.2,15,0.6,18,0.333
6817,Joe Hoerner,179,16,67,2.6,80,6.3,76,8.9,79,2.7,70,2.4,96,0.4,54,1.1,53,3.8,0.289,1.7,69,3.9,85,0.436
6818,Tyler Smith,8,12.1,49,0.9,23,8,90,8.9,79,1.5,32,0.6,24,0.1,21,2.2,78,7.6,0.289,0.4,23,0.4,13,1
6819,Brandon Olszew,20,15.1,63,1,27,3.5,29,4.5,26,2.8,72,0.8,38,0.2,34,3.4,92,9.9,0.343,0.6,35,1,28,0.6
6820,Adam Nestler,61,13,52,2.4,76,10.6,98,12.9,97,2.5,64,1.2,69,2.5,100,0.8,43,2.5,0.32,1,50,1.8,50,0.556
6919,Ryan McAuliffe,21,19.9,82,1.5,49,5.8,71,7.3,65,2.4,61,1.5,84,1,86,1.6,66,4.5,0.356,3.2,92,4.5,89,0.711
8063,Mike Joachin,24,21.3,86,2.8,84,7.9,89,10.6,88,5.4,97,1.5,84,0.7,74,0.2,21,0.5,0.4,3.6,95,5.5,94,0.655
8064,Kacey Carver,29,8.1,28,2.5,79,4.3,47,6.8,57,1.9,46,1.1,61,0.1,21,0,10,0.1,0,1.1,53,2,55,0.55
8076,Jared Jalbert,10,8.6,33,1.3,43,2.5,13,3.8,16,2.7,70,0.9,47,0.4,54,0.8,43,2.3,0.348,0.3,18,0.7,20,0.429
8080,Seyi Tayo,94,11.4,45,1.4,45,4.4,48,5.8,42,1.3,22,0.6,24,0.4,54,0.1,15,0.4,0.25,0.7,38,1.3,35,0.538
8092,Rob Lunn,74,9.4,36,3.4,92,5.1,61,8.5,76,0.8,9,0.9,47,0.4,54,0.1,15,0.3,0.333,0.6,35,1.2,33,0.5
8093,Mazy Marjani,10,3,5,0.6,10,2.8,18,3.4,11,2.3,57,1.1,61,0.2,34,0.1,15,0.6,0.167,0.1,11,0.2,8,0.5
8321,Ryo Gokita,24,23,89,1.4,45,7.2,85,8.6,77,5.9,98,2,96,0.4,54,2.7,86,6.5,0.415,2.5,84,3.9,85,0.641
8322,Nick Edson,10,19,80,2.4,76,5.9,71,8.3,75,3.8,88,0.7,30,0.3,43,1.4,59,4.1,0.341,2.6,86,3.7,83,0.703
8324,Dan Buckley,61,8.6,33,3.3,91,4.7,53,8,71,0.8,9,0.7,30,1,86,0,10,0.1,0,0.5,29,1,28,0.5
8325,Nick Mazzeo,134,24.3,93,0.7,15,4,42,4.7,31,3.6,86,1.2,69,0.3,43,4.6,98,11.1,0.414,2.3,81,3.4,80,0.676
8326,Pat Shannon,54,10.7,43,3.6,94,5.4,65,9,80,2.1,53,1.2,69,0.8,79,0.1,15,0.2,0.5,0.5,29,2.1,58,0.238
8346,Erik Aarden,11,0.2,0,0.3,3,1.5,2,1.7,1,0.1,0,0,1,0,7,0,10,0,NaN,0,5,0.2,8,0
8349,Matt Hill,20,7,22,2.6,80,3.5,29,6.1,47,0.8,9,0.8,38,0.3,43,0.4,30,1.2,0.333,0.6,35,1.5,42,0.4
8351,Tim Lens,75,22.4,89,1.2,38,4.5,49,5.7,41,4.5,93,1.3,73,0.2,34,2.3,80,5.8,0.397,2.1,79,2.7,69,0.778
8358,Ben Cushing,26,8.9,34,1.8,59,5.1,61,6.9,58,1.4,27,1.2,69,0.3,43,0.1,15,0.8,0.125,0.5,29,1.8,50,0.278
8359,Jarret Bencks,9,14.1,58,0.7,15,4,42,4.7,31,1,15,1.2,69,1.2,93,1.7,69,5.1,0.333,0.3,18,0.6,18,0.5
8367,Chris Govey,29,9.1,35,2,66,4.1,44,6.1,47,2.6,66,1.1,61,1.1,89,0.2,21,1,0.2,0.5,29,1.5,42,0.333
8368,James Walsh,32,15.3,65,1.3,43,3.5,29,4.8,32,3.6,86,2,96,0.7,74,2.6,84,6.6,0.394,1.3,59,1.8,50,0.722
8369,Bryan Walsh,165,11.3,45,1.5,49,4.8,56,6.2,49,1.6,34,0.6,24,0.6,68,1.6,66,5.2,0.308,0.7,38,1.5,42,0.467
8370,Nicholas Corsetti,8,5.1,14,1.6,54,3.1,22,4.8,32,0.8,9,0.8,38,0.4,54,0.2,21,0.5,0.4,0.6,35,1.1,31,0.545
8371,Bob Karam,8,1.8,1,0.6,10,3.9,38,4.5,26,1.5,32,0.2,3,0.5,64,0,10,0.1,0,0,5,0.2,8,0
8372,Ryan Smith,15,12.3,50,2.5,79,4.9,57,7.3,65,1.7,38,1.5,84,0.7,74,0.2,21,0.5,0.4,1.3,59,2.3,60,0.565
8378,Francisco Rivadeneira,6,3.3,7,0.2,1,1.8,4,2,2,0.8,9,0.3,7,0,7,1,51,3.5,0.286,0,5,0,3,NaN
8435,Jeff Yeakley,87,18.1,77,1.4,45,4.7,53,6.1,47,1.4,27,0.7,30,0.8,79,2.8,88,7.9,0.354,1.7,69,2.4,64,0.708
8445,Michael Burzyk,6,14.2,58,1.7,56,6.5,78,8.2,74,0.7,6,0.8,38,0.5,64,2.2,78,6.5,0.338,0.3,18,0.7,20,0.429
8561,Brendan Mahoney,67,9.7,37,1.1,32,3.3,25,4.5,26,1.8,43,0.8,38,0.1,21,1.8,70,5.2,0.346,0.5,29,0.8,24,0.625
8615,Brandon Colon,6,6.5,20,3.2,90,4.5,49,7.7,68,3.5,84,0.5,19,0,7,0.2,21,1.5,0.133,1,50,2.8,70,0.357
8698,Mike Gauld,9,16.8,71,1.2,38,2.9,18,4.1,20,3.2,79,1.7,88,0,7,1.3,56,3.2,0.406,1.9,76,2.8,70,0.679
8881,Mike Belkin,19,17.6,74,1.6,54,6.8,82,8.4,76,2.4,61,1.3,73,0.5,64,0.5,33,2.4,0.208,2.9,89,4.3,87,0.674
8963,Carlos Rivadinero,13,4,9,0.9,23,4.1,44,5,35,2.5,64,1.2,69,0.2,34,0.8,43,3.9,0.205,0.1,11,0.5,15,0.2
8964,Marcel Quetant,106,16,67,3.6,94,6.5,78,10,85,1.2,20,1.3,73,2.3,99,0.6,38,1.8,0.333,2.6,86,3.8,84,0.684
8978,Billy Jackson,161,10.7,43,0.7,15,3.2,23,3.9,18,3.5,84,0.9,47,0.6,68,0.6,38,2.1,0.286,1,50,1.7,47,0.588
9004,Brett Royer,23,11.6,47,2.7,82,4.6,51,7.2,62,1.2,20,0.5,19,0.3,43,0.4,30,1.9,0.211,0.8,43,2,55,0.4
9023,Chris Rush,9,17.9,76,3.6,94,5.8,71,9.3,82,3.8,88,2,96,0.1,21,1.6,66,3.3,0.485,3.2,92,5.4,93,0.593
9065,Daniel Popko,74,15.3,65,1.8,59,6.4,77,8.2,74,1.7,38,1,53,2,98,2.4,82,7.4,0.324,1.2,56,1.8,50,0.667
9082,Mike Rousselle,6,11.2,44,0.8,19,1.3,1,2.2,3,1.5,32,0.3,7,0.2,34,0,10,0,NaN,0.5,29,0.7,20,0.714
9164,Franz Hertle,41,10.7,43,0.8,19,5.1,61,5.9,43,5.5,98,0.7,30,0,7,2.3,80,6,0.383,0.5,29,0.9,26,0.556
9179,Thomas Leatherman,9,12.6,51,3.2,90,5.7,69,8.9,79,0.8,9,0.8,38,0.2,34,0,10,0.4,0,1.7,69,2.6,66,0.654
9240,Ryan Fischer,119,27.4,97,0.7,15,5.9,71,6.6,54,6,99,1,53,0.4,54,4.9,99,11.8,0.415,2.9,89,4.5,89,0.644
9241,Charles McCanless,7,2,2,1.1,32,1.7,3,2.9,8,0.4,3,0.3,7,0.1,21,0,10,0.4,0,0.1,11,0.3,10,0.333
9242,Chris Gianfreda,11,12.5,51,1.9,62,6.2,74,8.1,72,2.1,53,0.8,38,0.3,43,1.5,62,3.8,0.395,0.7,38,1,28,0.7
9243,David DeLasMorenas,8,7.6,25,1.8,59,2.1,7,3.9,18,0.9,12,1,53,0,7,0.5,33,2.8,0.179,1.6,66,2.4,64,0.667
9244,Luke Sager,19,22.4,89,2.5,79,10.4,98,12.9,97,3.4,83,1.5,84,0.2,34,0.6,38,3.3,0.182,3.5,94,6.2,97,0.565
9245,Thomas Bolton,11,2.7,4,0.5,6,1.2,1,1.7,1,0.3,1,0.4,12,0.3,43,0.5,33,1.4,0.357,0,5,0,3,NaN
9246,Austin Emery,32,10.2,40,1.3,43,3.3,25,4.6,28,1.4,27,1,53,0.2,34,1.4,59,4,0.35,0.4,23,0.8,24,0.5
9247,Sam Werth,21,24.3,93,4.5,98,8.5,93,13,97,2.6,66,1.5,84,0.5,64,0.4,30,1.4,0.286,3.3,93,7.3,99,0.452
9438,Anthony  Melo,17,12.5,51,3,87,5.1,61,8.1,72,0.9,12,0.9,47,0.5,64,0,10,0.1,0,1.9,76,4.1,86,0.463
9441,Musse Kassa,22,7.8,26,0.8,19,4,42,4.8,32,2.5,64,1.2,69,0.5,64,0.8,43,2.6,0.308,1.5,63,2.3,60,0.652
9495,Jay Hashim,17,12.9,52,1.3,43,6,73,7.3,65,1.4,27,1.2,69,0.4,54,1.2,55,4,0.3,1.4,61,1.9,53,0.737
9496,Ben Goldman,20,4.2,10,1.1,32,2.4,11,3.4,11,1,15,0.4,12,0.3,43,0.3,26,1.2,0.25,0,5,0.2,8,0
9497,Ulises Veras,8,18.4,78,1.8,59,5.8,71,7.5,66,1.6,34,1.8,91,0.2,34,2.1,77,6,0.35,3,90,4.5,89,0.667
9498,Matt Fermon,125,18,76,1,27,5.4,65,6.4,52,3.2,79,1.5,84,0.2,34,3.6,94,11.2,0.321,1.9,76,2.9,72,0.655
9505,Kofi Williams,79,16.7,70,1.9,62,6.3,76,8.2,74,2,49,1.1,61,1.3,93,1.7,69,5.1,0.333,1.7,69,2.7,69,0.63
9547,Dmitry Baranovsky,34,1.8,1,0.8,19,3.2,23,4,19,0.9,12,0.4,12,0.1,21,0.4,30,1.1,0.364,0,5,0.1,3,0
9548,John Peterson,10,13.7,56,1.2,38,4.9,57,6.1,47,1.3,22,1,53,0.9,81,1.9,72,5.3,0.358,1.4,61,2.1,58,0.667
9549,Kevin Meives,21,13.4,54,2,66,6.8,82,8.8,78,2.9,73,1.3,73,0.2,34,1,51,4.1,0.244,1,50,3.2,76,0.312
9550,Mike Ferrari,12,27.6,97,1.8,59,7.2,85,9,80,5.3,96,2,96,1,86,2,74,4.2,0.476,4.3,97,6,96,0.717
9551,Stephon Sparrow,9,20.7,85,1.1,32,5.4,65,6.6,54,3.6,86,1.1,61,0.9,81,3.6,94,8.3,0.434,1.8,72,3,74,0.6
9552,Ryan Parsons,9,1.9,2,2.4,76,3.8,35,6.2,49,0.8,9,0.4,12,0.1,21,0,10,0.1,0,0.1,11,0.2,8,0.5
9618,Jason Baldwin,38,6.6,20,1,27,3.2,23,4.2,22,2,49,0.8,38,0.4,54,0.9,47,3.2,0.281,0.2,15,0.4,13,0.5
9733,Julian Quinones,8,14.8,61,2,66,2.2,8,4.2,22,3,75,1.5,84,0.5,64,2.5,83,8,0.312,1,50,1.9,53,0.526
9915,Chris Cavano,11,5.2,15,1.1,32,3.6,31,4.7,31,1,15,0.6,24,1.2,93,0.3,26,0.9,0.333,0.2,15,0.2,8,1
9936,Matt Wetherbee,14,20.1,83,1.7,56,5.6,68,7.3,65,1.8,43,0.5,19,0.6,68,2.6,84,7.9,0.329,3.2,92,4.2,86,0.762
9970,Eric Benvenuti,8,30.9,99,1.2,38,7.9,89,9.1,81,1.8,43,1.9,93,0.8,79,3.8,95,9,0.422,5.6,99,6.6,98,0.848
9982,Liam Corrigan,10,8.3,29,2,66,4.2,45,6.2,49,2.5,64,0.7,30,0.1,21,0.6,38,2.3,0.261,1.6,66,2.3,60,0.696
9985,Alex Grimble,65,21.4,87,1.8,59,4.6,51,6.4,52,2.3,57,1.1,61,1.4,94,1.1,53,3.2,0.344,3.2,92,4.6,90,0.696
10011,Jeff Sovis,62,14.3,59,1.1,32,5.8,71,6.8,57,2.6,66,0.6,24,0.4,54,2.4,82,6,0.4,1.1,53,1.6,45,0.688
10055,Hugo al Homsi,8,12,48,0.6,10,3.8,35,4.4,24,3.1,77,0.9,47,0.1,21,1.5,62,3.9,0.385,0.5,29,1.2,33,0.417
10056,Todd Palmer,8,4.4,10,1.9,62,5.1,61,7,61,1.4,27,1,53,0.5,64,0.4,30,1.5,0.267,0.1,11,0.2,8,0.5
10057,Adam Kenney,6,5.2,15,1.3,43,3.2,23,4.5,26,0.5,4,0.7,30,0,7,0.3,26,1.2,0.25,0.3,18,0.7,20,0.429
10058,Jim L.,22,7.3,23,1.3,43,2.6,16,4,19,2,49,0.9,47,0.1,21,0.7,41,1.8,0.389,0.4,23,0.5,15,0.8
10059,Claude Atcho,35,15.3,65,2.3,73,6.7,81,9,80,1.7,38,1.2,69,1.5,96,1.1,53,3.2,0.344,2,77,3.7,83,0.541
10060,Andy Fadous,45,11.9,47,2.6,80,4.2,45,6.7,55,2.5,64,1.8,91,0.3,43,0.9,47,2.6,0.346,1.3,59,3,74,0.433
10099,Zak Tseytlin,26,13.1,53,2.5,79,8.3,92,10.8,91,3.7,86,1.2,69,1.5,96,2,74,5.7,0.351,1.1,53,1.8,50,0.611
10153,Khaled Abukhidejeh,99,16.9,71,2.5,79,7.9,89,10.4,88,3.6,86,1.5,84,1.7,97,1.8,70,4.9,0.367,3.4,93,4.8,92,0.708
10272,Eric Bonvie,13,5.1,14,0.3,3,2.4,11,2.7,6,1.2,20,0.2,3,0.2,34,1.5,62,4.6,0.326,0.2,15,0.3,10,0.667
10284,Chris Kerr,6,17.8,75,0.8,19,5.3,63,6.2,49,0.7,6,1.8,91,0.2,34,3.5,93,8.3,0.422,2,77,2.7,69,0.741
10293,David Bradshaw,16,9.9,40,2.6,80,4.6,51,7.2,62,1.8,43,0.8,38,0.2,34,0.9,47,3.4,0.265,0.8,43,1.1,31,0.727
10425,Jason Hurlock,27,11.9,47,3.1,89,5.7,69,8.8,78,1.4,27,1.4,79,0.4,54,0.3,26,1.4,0.214,1.7,69,3.4,80,0.5
10467,Jon Proctor,8,4.6,11,0.6,10,3.8,35,4.4,24,2.5,64,1.1,61,0.2,34,0.2,21,2,0.1,0.6,35,1.6,45,0.375
10468,Tony Tornoritis,14,16.4,69,0.9,23,3,20,3.9,18,2.4,61,1.2,69,0.1,21,3,89,6.4,0.469,1.9,76,2.9,72,0.655
10469,Garrett Bush,22,20.6,85,1.6,54,5.4,65,7,61,2.4,61,1.5,84,0.8,79,3.9,96,8.4,0.464,2.8,88,3.6,81,0.778
10470,Matt Mchugh,9,3.1,6,0.3,3,2.4,11,2.8,7,0.6,4,1.1,61,0,7,0.3,26,1,0.3,0.7,38,1,28,0.7
10472,Soeren Henn,57,7.8,26,1.7,56,2.2,8,3.9,18,1.2,20,0.9,47,0.2,34,0.4,30,1.3,0.308,1.3,59,2.2,59,0.591
10473,Finn Chappell,19,5.1,14,1,27,2.3,9,3.3,10,1.7,38,0.5,19,0.1,21,0.3,26,1.8,0.167,0.4,23,0.6,18,0.667
10474,Zach Bell,6,20.3,84,1.7,56,4.8,56,6.5,53,2.8,72,1.2,69,0.3,43,1.3,56,2.2,0.591,1.7,69,2.8,70,0.607
10475,Dillon Rand,8,7.2,22,1.8,59,4.1,44,5.9,43,0.9,12,0.4,12,0.6,68,0.9,47,2.9,0.31,0.6,35,1.8,50,0.333
10476,Josh Pepin,16,9.9,40,0.9,23,1.7,3,2.6,5,0.9,12,0.1,1,0,7,2.1,77,4.1,0.512,0.8,43,1.4,39,0.571
10477,Doug McNicol,11,4,9,0.8,19,3.1,22,3.9,18,1.3,22,0.5,19,0.3,43,0.3,26,2.4,0.125,0.1,11,0.2,8,0.5
10478,Ed Antosz,40,3,5,1.6,54,2,6,3.5,13,0.4,3,0.3,7,0.1,21,0,10,0.1,0,0.1,11,0.2,8,0.5
10479,Mark Strout,9,1.8,1,2.2,71,1.9,5,4.1,20,0.4,3,0,1,0.3,43,0,10,0,NaN,0,5,0.2,8,0
10487,Nick Kopsiaftis,8,6.9,21,2,66,2.4,11,4.4,24,1.4,27,1.4,79,0.5,64,0,10,0.2,0,0.4,23,0.8,24,0.5
10495,Craig Simons,11,8.2,29,2.8,84,3,20,5.8,42,1.1,18,1.6,86,0.2,34,0,10,0.2,0,0.6,35,1.4,39,0.429
10725,Greg Kerkorian,10,3.1,6,0.4,5,3.6,31,4,19,1,15,0.9,47,0.1,21,0.6,38,2.1,0.286,0.1,11,0.2,8,0.5
10759,Aaron Bray,17,15.1,63,3.1,89,5.8,71,8.9,79,2.5,64,1.3,73,0.4,54,0.7,41,1.8,0.389,1.5,63,2.1,58,0.714
10859,Gordon Sheffield,28,5.1,14,0.9,23,2.6,16,3.4,11,1.5,32,0.3,7,0.2,34,1.2,55,4.8,0.25,0.1,11,0.2,8,0.5
10911,Remy Baudet,25,18.4,78,1,27,3.7,33,4.7,31,1.6,34,0.8,38,0.1,21,2.2,78,5.6,0.393,2.1,79,2.8,70,0.75
10931,Emmitt Bush,10,6.2,19,0.9,23,2.5,13,3.4,11,1.7,38,1.4,79,0.1,21,0.6,38,2.9,0.207,0.2,15,0.4,13,0.5
10932,Raul Brown,11,9.5,37,2,66,4.4,48,6.4,52,1.7,38,1.4,79,0.5,64,0.1,15,0.8,0.125,2.3,81,4.2,86,0.548
10933,David Baxter,10,14.2,58,2.5,79,5,59,7.5,66,3.4,83,1.9,93,0.5,64,0.6,38,1.8,0.333,1.7,69,3,74,0.567
10934,Christian Horne,23,18.6,79,1.2,38,4.9,57,6.1,47,3.6,86,1.6,86,0.5,64,1.8,70,4.6,0.391,1.9,76,3,74,0.633
10935,Evan Kodra,111,6.8,21,1.7,56,5.2,62,6.9,58,1.4,27,0.7,30,1.7,97,0.6,38,1.6,0.375,0.6,35,1.1,31,0.545
10936,Franzy Joseph,10,2.1,3,0.5,6,2.1,7,2.6,5,1.2,20,0.5,19,0.3,43,0.1,15,1.1,0.091,0.6,35,1.6,45,0.375
10937,Peter Quigley,10,7.9,27,3.4,92,5.7,69,9.1,81,2.1,53,2.6,98,0.7,74,1,51,2.2,0.455,0.6,35,1.5,42,0.4
10938,Evan Williamson,8,17.1,72,1,27,4.8,56,5.8,42,1,15,0.9,47,0.8,79,2.8,88,7.6,0.368,0.9,45,1.5,42,0.6
10939,Andrew Kingman,14,7.9,27,0.2,1,2.6,16,2.8,7,2.5,64,0.9,47,0,7,1.5,62,4,0.375,1,50,1.6,45,0.625
10940,Taj Joseph,10,9.4,36,1.2,38,3,20,4.2,22,1.9,46,0.7,30,0.2,34,0.9,47,3.4,0.265,1.5,63,2.7,69,0.556
10941,TC Rotunda,20,1.3,0,1.1,32,3.1,22,4.2,22,0.4,3,0.2,3,0.2,34,0,10,0,NaN,0.1,11,0.4,13,0.25
10954,Ryan Schroeder,10,10.8,44,1.2,38,2.1,7,3.3,10,1.5,32,0.8,38,0.1,21,1.6,66,4.6,0.348,0.6,35,1.5,42,0.4
11017,Julian Baptista,9,0.2,0,0.3,3,0.8,0,1.1,0,0,0,0,1,0,7,0,10,0.2,0,0,5,0,3,NaN
11120,Roy Ghantous,20,19.7,82,0.8,19,6.7,81,7.4,66,2.1,53,0.6,24,0.8,79,2.8,88,9.4,0.298,2.5,84,3.4,80,0.735
11216,Dan Eisenberg,18,6.2,19,0.4,5,1.7,3,2.1,2,1.9,46,1.1,61,0,7,1,51,2.8,0.357,0.4,23,0.6,18,0.667
11217,Sean Dwyer,8,8.5,32,1.6,54,4.1,44,5.8,42,4.2,91,1.1,61,0.8,79,1.6,66,3.5,0.457,0.6,35,1.8,50,0.333
11218,Mat Chamberlain,13,8.6,33,0.8,19,1.8,4,2.5,4,1.5,32,0.9,47,0.1,21,0.4,30,2.2,0.182,0.9,45,1.7,47,0.529
11219,Charles Parsow,8,2.1,3,1.1,32,2.5,13,3.6,14,0.6,4,0.2,3,0.2,34,0,10,0.2,0,0.1,11,0.4,13,0.25
11220,Christopher Prudente,7,7.6,25,0.7,15,1.4,2,2.1,2,1.3,22,0.4,12,0,7,1.4,59,4.7,0.298,0.1,11,0.4,13,0.25
11453,Adrian Masone,21,13.1,53,1.5,49,3.3,25,4.8,32,4.4,92,3.3,99,0.5,64,0.6,38,1.9,0.316,1.7,69,2.7,69,0.63
11666,Boaz Sender,6,3.3,7,1.5,49,3.3,25,4.8,32,0.8,9,0.5,19,0.2,34,0.2,21,0.8,0.25,0.2,15,0.2,8,1
11737,Eric Rosiello,22,15.2,64,1.3,43,5,59,6.3,50,2.4,61,0.7,30,0.2,34,1.6,66,3.6,0.444,1.7,69,2.5,65,0.68
11738,Nick Frongillo,9,5,13,1.7,56,2.1,7,3.8,16,2.1,53,0.9,47,0.1,21,0.3,26,1.8,0.167,0.9,45,1.4,39,0.643
11761,Pat Kelley,57,18.3,77,0.7,15,5.4,65,6.1,47,3.8,88,1.3,73,0.6,68,3.9,96,9.6,0.406,2.4,83,3,74,0.8
12027,Steve Hansen,11,4.9,12,0.8,19,2.4,11,3.2,9,2.8,72,0.8,38,0.4,54,0.4,30,1.4,0.286,0,5,0.3,10,0
12028,Maurice Klaehne,28,9,34,2.9,86,3.4,27,6.3,50,1.7,38,2,96,0.5,64,0.5,33,3.1,0.161,1,50,2.1,58,0.476
12029,Eric Wingen,9,22.8,89,1,27,3.4,27,4.4,24,3.4,83,1.4,79,0.4,54,2.3,80,4.4,0.523,2.4,83,3.8,84,0.632
12030,Michael Bottomley,8,13.2,53,2.8,84,3.1,22,5.9,43,2,49,0.8,38,1,86,0,10,0.1,0,1.8,72,2.9,72,0.621
12031,John Flynn,11,13.5,55,2.5,79,8.7,94,11.3,93,1.9,46,1,53,0.7,74,0,10,0.1,0,0.5,29,1.5,42,0.333
12032,James Case,8,8.8,33,0.9,23,2.8,18,3.6,14,0.9,12,1.4,79,1,86,0.9,47,3.6,0.25,0.4,23,0.9,26,0.444
12033,William Hayes,9,8.4,30,1.9,62,6,73,7.9,70,1.2,20,0.4,12,0.1,21,0.7,41,1.7,0.412,0.9,45,1.4,39,0.643
12034,Cory Gans,18,13.7,56,1.3,43,4.8,56,6.2,49,1.7,38,0.9,47,0.6,68,2.3,80,6.2,0.371,1.3,59,2.4,64,0.542
12035,Ryan Bierderbeck,10,17.2,73,1.1,32,3.3,25,4.4,24,2.4,61,1.3,73,0.8,79,2.4,82,6.1,0.393,1.2,56,1.6,45,0.75
12038,Liam Crane,16,9.5,37,3.8,96,3.9,38,7.7,68,3.2,79,1.4,79,0.4,54,0.2,21,0.9,0.222,0.9,45,2.4,64,0.375
12039,Dan Barbour,22,25.4,95,1.5,49,5.5,67,7,61,2.1,53,1,53,0.1,21,1.5,62,3.5,0.429,3.3,93,4,85,0.825
12330,Chris Rullan,9,2.4,3,2,66,3,20,5,35,0.4,3,0,1,0.4,54,0,10,0,NaN,0,5,0,3,NaN
12337,Craig Baranowski,54,7.9,27,2.2,71,3.5,29,5.7,41,0.7,6,0.4,12,0.2,34,0.2,21,0.9,0.222,0.2,15,0.5,15,0.4
12350,Dan Peterson,9,10,40,0.2,1,3.9,38,4.1,20,1.4,27,1.8,91,0,7,2.3,80,6.6,0.348,0.1,11,0.3,10,0.333
12725,Sammy Abdellas,63,9.8,38,1.3,43,4.1,44,5.4,38,0.9,12,0.5,19,0.7,74,1.4,59,5.2,0.269,0.6,35,1.2,33,0.5
12726,David Cox,38,14.1,58,3.1,89,7.8,88,10.8,91,2.7,70,1.4,79,0.6,68,0.4,30,1.2,0.333,1.8,72,2.6,66,0.692
12728,Nick Dechillo,24,7.5,24,2.4,76,3.1,22,5.5,39,1.5,32,0.7,30,0.4,54,0,10,0.2,0,1.6,66,3.3,78,0.485
12729,Colin Sullivan,7,2.1,3,0.7,15,1.3,1,2,2,0.7,6,0.3,7,0.1,21,0.1,15,1.3,0.077,0,5,0,3,NaN
